Total_minutes_spent,No_of_times_visited,Total_products_purchased,Buy_Probability,Total_cart_value,User_rank
59.14183333333334,10,4,0.4,150.32,60.128
22.612716666666664,20,1,0.05,50.92,2.5460000000000003
41.693149999999996,20,1,0.05,9.98,0.49900000000000005
48.80811666666667,4,1,0.25,52.14,13.035
37.03821666666667,61,7,0.11475409836065574,235.94,27.075081967213116
58.80813333333333,13,1,0.07692307692307693,44.68,3.436923076923077
4.111183333333333,8,1,0.125,58.1,7.2625
10.735816666666667,5,1,0.2,26.62,5.324000000000001
16.78765,15,2,0.13333333333333333,163.64,21.818666666666665
33.79175,27,2,0.07407407407407407,170.54000000000002,12.632592592592593
41.93723333333333,9,1,0.1111111111111111,28.92,3.2133333333333334
56.86311666666666,16,1,0.0625,22.98,1.43625
14.2533,10,3,0.3,83.22,24.965999999999998
12.765966666666666,25,4,0.16,173.98,27.8368
32.13505,4,1,0.25,52.14,13.035
10.667466666666666,10,3,0.3,79.86,23.958
49.6033,17,3,0.17647058823529413,181.39999999999998,32.01176470588235
57.06673333333333,27,1,0.037037037037037035,44.68,1.6548148148148147
37.5911,4,2,0.5,60.959999999999994,30.479999999999997
7.750816666666666,4,1,0.25,26.62,6.655
43.6826,12,2,0.16666666666666666,75.16,12.526666666666666
55.801399999999994,20,2,0.1,121.91999999999999,12.192
0.5320833333333334,1,2,2.0,105.92,211.84
34.49563333333333,79,2,0.02531645569620253,104.18,2.63746835443038
58.669200000000004,23,1,0.043478260869565216,39.18,1.703478260869565
17.257316666666668,15,2,0.13333333333333333,81.4,10.853333333333333
59.07875,30,4,0.13333333333333333,161.7,21.56
15.315266666666668,14,4,0.2857142857142857,118.63999999999999,33.89714285714285
5.56535,1,1,1.0,55.0,55.0
40.35885,6,3,0.5,121.92,60.96
12.423416666666666,107,5,0.04672897196261682,159.88,7.471028037383177
26.969283333333333,17,2,0.11764705882352941,89.36,10.512941176470589
32.79656666666667,9,1,0.1111111111111111,50.92,5.657777777777778
18.699933333333334,12,1,0.08333333333333333,52.44,4.369999999999999
47.733783333333335,44,1,0.022727272727272728,30.48,0.6927272727272727
24.983983333333335,8,2,0.25,104.28,26.07
10.899433333333333,29,1,0.034482758620689655,32.74,1.1289655172413793
19.387533333333334,4,1,0.25,26.62,6.655
16.144416666666665,16,1,0.0625,50.92,3.1825
31.109550000000002,6,1,0.16666666666666666,55.0,9.166666666666666
48.145983333333334,30,2,0.06666666666666667,55.94,3.729333333333333
15.45295,24,1,0.041666666666666664,26.62,1.1091666666666666
38.845666666666666,33,3,0.09090909090909091,123.08000000000001,11.189090909090911
16.366183333333332,27,4,0.14814814814814814,164.18,24.32296296296296
9.251833333333334,29,1,0.034482758620689655,44.68,1.5406896551724139
53.46481666666667,11,3,0.2727272727272727,105.64,28.81090909090909
33.924483333333335,16,4,0.25,121.92,30.48
2.932166666666667,55,1,0.01818181818181818,55.86,1.0156363636363637
20.281566666666667,126,7,0.05555555555555555,5183.07,287.9483333333333
17.0538,10,1,0.1,50.92,5.0920000000000005
37.08388333333333,3,1,0.3333333333333333,26.62,8.873333333333333
12.084566666666666,1,1,1.0,26.62,26.62
57.03065,53,1,0.018867924528301886,260.47,4.914528301886793
20.7836,7,1,0.14285714285714285,44.68,6.382857142857143
29.535766666666667,60,3,0.05,125.02000000000001,6.251000000000001
46.7385,32,1,0.03125,53.24,1.66375
8.038166666666667,18,3,0.16666666666666666,254.72,42.45333333333333
7.732183333333333,39,3,0.07692307692307693,146.24,11.24923076923077
58.568133333333336,6,1,0.16666666666666666,44.68,7.446666666666666
57.66843333333334,33,2,0.06060606060606061,91.42999999999999,5.541212121212121
17.782766666666664,55,1,0.01818181818181818,9.98,0.18145454545454545
5.525033333333334,135,1,0.007407407407407408,65.96,0.4885925925925926
17.541183333333333,35,2,0.05714285714285714,75.42,4.309714285714286
51.10678333333333,4,1,0.25,52.14,13.035
50.69886666666666,13,1,0.07692307692307693,25.46,1.9584615384615387
34.5132,12,3,0.25,105.64,26.41
19.9157,17,1,0.058823529411764705,50.92,2.9952941176470587
58.85115,14,4,0.2857142857142857,176.88,50.537142857142854
14.219166666666666,3,1,0.3333333333333333,52.14,17.38
57.99848333333333,15,2,0.13333333333333333,89.36,11.914666666666667
45.56295,99,5,0.050505050505050504,147.1,7.429292929292929
49.7373,105,1,0.009523809523809525,49.24,0.468952380952381
33.40488333333333,88,5,0.056818181818181816,166.6,9.46590909090909
54.435383333333334,15,1,0.06666666666666667,44.68,2.978666666666667
53.082,123,18,0.14634146341463414,648.85,94.95365853658537
20.115616666666664,5,1,0.2,52.14,10.428
55.6853,5,1,0.2,44.68,8.936
56.13151666666667,81,7,0.08641975308641975,300.88,26.001975308641974
25.261183333333335,3,1,0.3333333333333333,30.48,10.16
48.30993333333333,220,2,0.00909090909090909,91.0,0.8272727272727273
1.8948,2,1,0.5,22.54,11.27
44.18806666666667,15,1,0.06666666666666667,30.48,2.032
29.622966666666667,47,3,0.06382978723404255,104.95,6.698936170212765
15.571499999999999,2,1,0.5,50.92,25.46
0.7111999999999999,11,1,0.09090909090909091,67.3,6.118181818181818
57.854,11,2,0.18181818181818182,89.36,16.247272727272726
48.31885,12,1,0.08333333333333333,304.71,25.3925
6.824783333333333,15,2,0.13333333333333333,84.86,11.314666666666666
21.942983333333334,68,6,0.08823529411764706,258.7,22.826470588235296
50.0223,20,2,0.1,39.96,3.9960000000000004
29.261383333333335,4,1,0.25,30.48,7.62
58.3766,26,1,0.038461538461538464,28.18,1.083846153846154
0.2556833333333333,33,1,0.030303030303030304,112.0,3.393939393939394
51.389199999999995,3,1,0.3333333333333333,33.77,11.256666666666668
40.81698333333333,59,1,0.01694915254237288,73.0,1.2372881355932204
8.525466666666667,10,4,0.4,137.5,55.0
4.88695,69,3,0.043478260869565216,313.48,13.629565217391304
9.80615,29,1,0.034482758620689655,60.96,2.1020689655172413
5.925933333333333,25,4,0.16,138.5,22.16
1.3769333333333333,46,2,0.043478260869565216,60.959999999999994,2.6504347826086954
8.866033333333332,19,1,0.05263157894736842,26.62,1.4010526315789473
4.675416666666666,77,6,0.07792207792207792,211.12,16.45090909090909
19.56093333333333,3,1,0.3333333333333333,62.46,20.82
29.9634,20,1,0.05,30.48,1.524
41.51531666666666,5,1,0.2,52.14,10.428
24.975866666666665,22,1,0.045454545454545456,50.92,2.314545454545455
14.0258,12,1,0.08333333333333333,74.22,6.185
52.6398,29,1,0.034482758620689655,30.48,1.0510344827586207
6.172283333333334,4,1,0.25,26.62,6.655
25.13075,8,1,0.125,26.62,3.3275
56.780633333333334,16,2,0.125,89.36,11.17
53.73923333333333,9,2,0.2222222222222222,59.36,13.19111111111111
42.33663333333333,50,6,0.12,242.68,29.1216
20.063016666666666,13,1,0.07692307692307693,50.92,3.9169230769230774
38.55428333333334,10,2,0.2,213.44,42.688
9.411466666666666,64,1,0.015625,53.24,0.831875
8.167399999999999,8,1,0.125,26.62,3.3275
10.632033333333334,19,1,0.05263157894736842,32.0,1.6842105263157894
55.390633333333334,6,2,0.3333333333333333,134.04,44.67999999999999
43.86448333333333,70,11,0.15714285714285714,359.74,56.53057142857143
17.294883333333335,35,2,0.05714285714285714,136.8,7.817142857142858
35.77981666666667,14,1,0.07142857142857142,22.5,1.607142857142857
38.21288333333334,120,6,0.05,295.3,14.765
58.31158333333334,10,2,0.2,89.36,17.872
37.36841666666667,27,2,0.07407407407407407,105.63999999999999,7.825185185185184
49.0866,8,2,0.25,75.16,18.79
53.783750000000005,13,3,0.23076923076923078,166.6,38.44615384615385
55.505716666666665,58,3,0.05172413793103448,166.16,8.594482758620689
46.113166666666665,11,1,0.09090909090909091,65.48,5.952727272727273
48.701283333333336,19,1,0.05263157894736842,21.04,1.1073684210526316
7.3454,53,3,0.05660377358490566,136.17000000000002,7.707735849056605
48.94696666666667,10,1,0.1,52.14,5.214
55.6537,2,1,0.5,44.68,22.34
10.176366666666667,26,6,0.23076923076923078,230.42000000000002,53.17384615384616
50.92646666666667,11,1,0.09090909090909091,9.98,0.9072727272727273
48.200783333333334,5,1,0.2,33.48,6.696
45.0961,37,1,0.02702702702702703,59.0,1.5945945945945947
13.66215,4,1,0.25,27.7,6.925
56.93893333333333,14,3,0.21428571428571427,114.46000000000001,24.527142857142856
18.724749999999997,42,6,0.14285714285714285,312.02,44.57428571428571
57.499233333333336,4,1,0.25,44.68,11.17
24.639850000000003,28,6,0.21428571428571427,286.03,61.29214285714285
21.1512,22,3,0.13636363636363635,146.52,19.98
23.766916666666667,4,1,0.25,52.14,13.035
54.99401666666667,136,8,0.058823529411764705,290.52,17.089411764705883
14.544116666666667,70,1,0.014285714285714285,50.92,0.7274285714285714
20.734316666666665,7,1,0.14285714285714285,26.62,3.802857142857143
20.2881,63,3,0.047619047619047616,110.2,5.247619047619048
0.22236666666666668,5,1,0.2,42.96,8.592
36.654583333333335,6,2,0.3333333333333333,42.769999999999996,14.256666666666664
21.557533333333332,24,3,0.125,108.38,13.5475
0.6145499999999999,1,3,3.0,109.6,328.79999999999995
57.895316666666666,9,2,0.2222222222222222,97.14,21.586666666666666
3.0571166666666665,3,1,0.3333333333333333,26.62,8.873333333333333
28.037583333333334,3,1,0.3333333333333333,30.48,10.16
22.63705,15,4,0.26666666666666666,166.38,44.367999999999995
41.11366666666667,6,1,0.16666666666666666,30.48,5.08
9.546366666666668,8,1,0.125,84.0,10.5
58.69668333333333,14,1,0.07142857142857142,44.68,3.1914285714285713
17.361983333333335,68,1,0.014705882352941176,136.02,2.000294117647059
24.087300000000003,13,4,0.3076923076923077,131.22,40.37538461538462
56.31731666666667,59,4,0.06779661016949153,178.72,12.116610169491524
39.99623333333333,75,3,0.04,67.96000000000001,2.7184000000000004
7.261616666666667,136,8,0.058823529411764705,444.03,26.11941176470588
44.18435,14,1,0.07142857142857142,30.48,2.177142857142857
4.6996,4,1,0.25,55.86,13.965
13.36845,50,4,0.08,153.74,12.2992
47.36548333333334,19,1,0.05263157894736842,52.86,2.7821052631578946
23.423333333333336,26,2,0.07692307692307693,113.04,8.695384615384617
54.7364,61,3,0.04918032786885246,193.52,9.517377049180329
30.622433333333333,37,4,0.10810810810810811,347.49,37.56648648648649
16.761416666666666,4,1,0.25,26.62,6.655
5.0377,3,1,0.3333333333333333,34.35,11.45
7.855666666666666,22,1,0.045454545454545456,26.62,1.2100000000000002
48.42985,10,1,0.1,36.24,3.6240000000000006
18.058216666666667,22,2,0.09090909090909091,79.86,7.26
51.67325,6,1,0.16666666666666666,44.68,7.446666666666666
58.0404,23,2,0.08695652173913043,72.38,6.29391304347826
24.2172,5,1,0.2,52.14,10.428
44.59426666666666,6,1,0.16666666666666666,30.48,5.08
6.697666666666667,9,1,0.1111111111111111,30.22,3.3577777777777773
58.76985,13,5,0.38461538461538464,180.8,69.53846153846155
39.35146666666667,23,3,0.13043478260869565,105.64,13.779130434782608
10.936033333333334,21,1,0.047619047619047616,83.1,3.957142857142857
57.316183333333335,3,1,0.3333333333333333,44.68,14.893333333333333
31.485149999999997,7,1,0.14285714285714285,44.68,6.382857142857143
26.474366666666665,12,1,0.08333333333333333,21.94,1.8283333333333334
12.704916666666666,12,2,0.16666666666666666,137.06,22.843333333333334
31.0036,14,1,0.07142857142857142,28.18,2.012857142857143
32.24205,10,2,0.2,89.36,17.872
58.01518333333333,26,4,0.15384615384615385,129.36,19.901538461538465
27.564116666666667,45,2,0.044444444444444446,80.66,3.584888888888889
53.92138333333333,9,3,0.3333333333333333,119.84,39.946666666666665
8.86125,7,2,0.2857142857142857,71.3,20.37142857142857
57.38036666666667,12,1,0.08333333333333333,44.68,3.723333333333333
33.8818,12,4,0.3333333333333333,177.5,59.166666666666664
34.19175,9,3,0.3333333333333333,114.88,38.29333333333333
41.33266666666667,3,3,1.0,119.84,119.84
42.63823333333333,19,4,0.21052631578947367,138.38,29.132631578947365
50.957499999999996,12,1,0.08333333333333333,44.68,3.723333333333333
51.720400000000005,17,1,0.058823529411764705,45.34,2.667058823529412
36.82213333333333,15,1,0.06666666666666667,24.0,1.6
43.18911666666667,66,7,0.10606060606060606,254.9,27.034848484848485
54.351483333333334,49,2,0.04081632653061224,62.099999999999994,2.53469387755102
16.97585,21,3,0.14285714285714285,118.92,16.98857142857143
57.18815,6,1,0.16666666666666666,44.68,7.446666666666666
21.465233333333334,4,1,0.25,55.0,13.75
57.16126666666666,12,3,0.25,145.22,36.305
37.76456666666666,45,2,0.044444444444444446,60.959999999999994,2.7093333333333334
55.299949999999995,3,1,0.3333333333333333,44.68,14.893333333333333
13.105566666666666,6,1,0.16666666666666666,61.92,10.32
23.145566666666664,23,1,0.043478260869565216,26.62,1.157391304347826
6.198533333333333,30,6,0.2,193.22,38.644000000000005
16.178166666666666,20,3,0.15,129.66,19.448999999999998
18.469633333333334,54,2,0.037037037037037035,99.68,3.691851851851852
28.304,14,2,0.14285714285714285,197.99,28.284285714285716
11.837583333333333,4,1,0.25,26.62,6.655
5.246133333333333,22,1,0.045454545454545456,32.94,1.4972727272727273
58.416450000000005,21,5,0.23809523809523808,180.8,43.04761904761905
55.11405,17,2,0.11764705882352941,89.36,10.512941176470589
42.66705,12,2,0.16666666666666666,101.84,16.973333333333333
19.941133333333333,36,2,0.05555555555555555,58.28,3.2377777777777776
55.00713333333333,6,1,0.16666666666666666,44.68,7.446666666666666
54.018166666666666,33,5,0.15151515151515152,303.26,45.948484848484846
24.790366666666667,40,2,0.05,106.08,5.304
1.31295,141,2,0.014184397163120567,75.16,1.0660992907801419
11.907516666666668,14,1,0.07142857142857142,53.24,3.802857142857143
11.611600000000001,105,4,0.0380952380952381,298.48,11.370666666666668
13.971216666666667,20,1,0.05,63.75,3.1875
8.518516666666667,15,2,0.13333333333333333,53.24,7.0986666666666665
0.43821666666666664,22,3,0.13636363636363635,140.1,19.104545454545452
16.404766666666667,11,1,0.09090909090909091,50.92,4.62909090909091
11.759649999999999,9,1,0.1111111111111111,26.62,2.957777777777778
42.26311666666666,12,1,0.08333333333333333,30.48,2.54
33.80661666666666,12,2,0.16666666666666666,159.92,26.65333333333333
43.82288333333334,27,1,0.037037037037037035,34.5,1.2777777777777777
38.9833,26,3,0.11538461538461539,82.6,9.53076923076923
49.757083333333334,12,1,0.08333333333333333,27.5,2.2916666666666665
28.823216666666667,4,1,0.25,77.84,19.46
27.71451666666667,1,1,1.0,25.46,25.46
15.207716666666666,8,2,0.25,101.84,25.46
23.9029,29,1,0.034482758620689655,22.98,0.7924137931034483
2.15775,6,1,0.16666666666666666,24.13,4.0216666666666665
15.827616666666668,51,1,0.0196078431372549,50.92,0.9984313725490196
53.775,11,2,0.18181818181818182,60.959999999999994,11.083636363636362
42.81831666666667,23,1,0.043478260869565216,50.92,2.213913043478261
33.615500000000004,21,6,0.2857142857142857,215.79999999999998,61.65714285714285
56.435449999999996,7,1,0.14285714285714285,26.62,3.802857142857143
58.10151666666666,10,2,0.2,95.6,19.12
2.2917166666666664,1,1,1.0,52.14,52.14
39.12243333333333,17,4,0.23529411764705882,121.92,28.687058823529412
48.99563333333333,7,2,0.2857142857142857,150.32,42.94857142857143
55.872283333333336,61,7,0.11475409836065574,938.28,107.67147540983606
1.9007333333333334,13,1,0.07692307692307693,52.75,4.0576923076923075
48.87401666666666,29,3,0.10344827586206896,140.64,14.548965517241378
57.26051666666667,22,4,0.18181818181818182,150.32,27.330909090909092
23.436183333333336,11,1,0.09090909090909091,26.62,2.4200000000000004
40.85073333333333,9,1,0.1111111111111111,45.96,5.1066666666666665
45.05903333333333,11,3,0.2727272727272727,121.92,33.25090909090909
4.188816666666667,88,6,0.06818181818181818,306.26,20.881363636363634
34.90501666666667,40,4,0.1,118.06,11.806000000000001
42.94795,92,7,0.07608695652173914,481.47,36.63358695652175
27.162733333333332,14,1,0.07142857142857142,30.48,2.177142857142857
45.39505,7,3,0.42857142857142855,91.44,39.18857142857143
5.4654,3,2,0.6666666666666666,89.53999999999999,59.69333333333333
22.97465,29,1,0.034482758620689655,53.24,1.8358620689655172
17.857333333333333,15,1,0.06666666666666667,40.5,2.7
56.59258333333333,10,2,0.2,89.36,17.872
32.27518333333333,1,1,1.0,52.14,52.14
9.844166666666666,27,1,0.037037037037037035,44.68,1.6548148148148147
2.4034833333333334,5,1,0.2,73.89,14.778
8.368966666666667,35,6,0.17142857142857143,178.0,30.514285714285716
42.9429,2,1,0.5,52.14,26.07
23.8263,9,3,0.3333333333333333,152.76,50.919999999999995
13.51905,30,1,0.03333333333333333,50.92,1.6973333333333334
43.05788333333333,16,2,0.125,97.78,12.2225
16.881916666666665,3,1,0.3333333333333333,51.64,17.21333333333333
3.743866666666667,21,1,0.047619047619047616,25.46,1.2123809523809523
48.56835,26,4,0.15384615384615385,195.6,30.092307692307692
54.38301666666667,11,1,0.09090909090909091,44.68,4.0618181818181816
46.40363333333333,8,3,0.375,91.44,34.29
34.00395,25,1,0.04,82.26,3.2904000000000004
7.190616666666667,11,2,0.18181818181818182,82.44,14.989090909090908
40.99626666666666,53,1,0.018867924528301886,49.96,0.9426415094339623
57.388349999999996,31,2,0.06451612903225806,89.36,5.76516129032258
18.165866666666666,96,5,0.052083333333333336,326.82,17.021875
37.69513333333334,17,1,0.058823529411764705,30.48,1.7929411764705883
7.598,18,1,0.05555555555555555,26.62,1.478888888888889
17.147933333333334,22,1,0.045454545454545456,26.62,1.2100000000000002
56.906616666666665,8,3,0.375,156.42000000000002,58.657500000000006
24.231833333333334,86,2,0.023255813953488372,83.82,1.9493023255813953
21.710350000000002,7,2,0.2857142857142857,60.96,17.417142857142856
26.52145,28,1,0.03571428571428571,47.32,1.69
22.42485,11,2,0.18181818181818182,63.959999999999994,11.629090909090909
54.11643333333333,11,1,0.09090909090909091,44.68,4.0618181818181816
47.425533333333334,30,1,0.03333333333333333,28.92,0.9640000000000001
4.6568000000000005,20,2,0.1,60.96,6.096
54.25208333333333,52,6,0.11538461538461539,249.44,28.781538461538464
54.62068333333333,64,7,0.109375,232.7,25.451562499999998
14.2733,8,1,0.125,34.35,4.29375
15.101666666666667,8,2,0.25,101.84,25.46
52.45885,7,1,0.14285714285714285,89.0,12.714285714285714
16.577199999999998,11,1,0.09090909090909091,50.28,4.570909090909091
16.359466666666666,12,1,0.08333333333333333,52.14,4.345
58.129599999999996,68,6,0.08823529411764706,231.72,20.445882352941176
21.540483333333334,58,14,0.2413793103448276,459.9,111.01034482758621
35.66321666666667,11,2,0.18181818181818182,75.28,13.687272727272727
11.24445,27,4,0.14814814814814814,203.42000000000002,30.136296296296297
42.812850000000005,17,5,0.29411764705882354,272.24,80.07058823529412
46.55286666666667,38,2,0.05263157894736842,51.900000000000006,2.7315789473684213
57.85315,8,1,0.125,75.5,9.4375
5.864199999999999,17,6,0.35294117647058826,604.4,213.31764705882352
31.739233333333335,74,12,0.16216216216216217,479.65999999999997,77.78270270270271
54.40765,7,3,0.42857142857142855,107.9,46.24285714285714
47.50743333333333,13,1,0.07692307692307693,147.0,11.307692307692308
57.37101666666667,250,3,0.012,110.78,1.32936
20.834183333333332,15,1,0.06666666666666667,26.62,1.7746666666666666
38.2692,18,1,0.05555555555555555,44.68,2.482222222222222
39.977533333333334,9,2,0.2222222222222222,58.93,13.095555555555555
